# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Acidithiobacillus	Acidithiobacillus acidisediminis	GCF_023277115.1	Acidithiobacillus acidisediminis	reference genome	Contig	2768	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/277/115/GCF_023277115.1_ASM2327711v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus albertensis	GCF_001931655.1	Acidithiobacillus albertensis	reference genome	Scaffold	3568	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/655/GCF_001931655.1_ASM193165v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus caldus	GCF_000221025.1	Acidithiobacillus caldus SM-1	reference genome	Complete Genome	3135	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/025/GCF_000221025.1_ASM22102v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus concretivorus	GCF_018853445.1	Acidithiobacillus concretivorus	reference genome	Contig	2894	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/445/GCF_018853445.1_ASM1885344v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferrianus	GCF_010378095.2	Acidithiobacillus ferrianus	reference genome	Complete Genome	3076	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/378/095/GCF_010378095.2_MG_v5
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferridurans	GCF_003966655.1	Acidithiobacillus ferridurans	reference genome	Complete Genome	2907	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/655/GCF_003966655.1_ASM396665v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferriphilus	GCF_028215975.1	Acidithiobacillus ferriphilus	reference genome	Complete Genome	2650	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/215/975/GCF_028215975.1_ASM2821597v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferrivorans	GCF_016250455.1	Acidithiobacillus ferrivorans	reference genome	Complete Genome	3078	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/250/455/GCF_016250455.1_ASM1625045v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferrooxidans	GCF_000021485.1	Acidithiobacillus ferrooxidans ATCC 23270	reference genome	Complete Genome	2957	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/485/GCF_000021485.1_ASM2148v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus ferruginosus	GCF_018854495.2	Acidithiobacillus ferruginosus	reference genome	Complete Genome	3098	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/854/495/GCF_018854495.2_AFG_CF3_v6
survey (4+ species)	Acidithiobacillus	Acidithiobacillus marinus	GCF_002847505.1	Acidithiobacillus marinus	reference genome	Contig	2922	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/505/GCF_002847505.1_ASM284750v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus montserratensis	GCF_018853465.2	Acidithiobacillus montserratensis	reference genome	Complete Genome	2796	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/465/GCF_018853465.2_GG1-14_v8
survey (4+ species)	Acidithiobacillus	Acidithiobacillus sibiricus	GCF_056716105.1	Acidithiobacillus sibiricus	reference genome	Complete Genome	2629	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/056/716/105/GCF_056716105.1_ASM5671610v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus sulfuriphilus	GCF_003721225.2	Acidithiobacillus sulfuriphilus	reference genome	Complete Genome	2759	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/721/225/GCF_003721225.2_CJ2_v4
survey (4+ species)	Acidithiobacillus	Acidithiobacillus sulfurivorans	GCF_018853815.1	Acidithiobacillus sulfurivorans	reference genome	Contig	3257	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/815/GCF_018853815.1_ASM1885381v1
survey (4+ species)	Acidithiobacillus	Acidithiobacillus thiooxidans	GCF_009662475.1	Acidithiobacillus thiooxidans ATCC 19377	reference genome	Complete Genome	3473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/475/GCF_009662475.1_ASM966247v1
survey (4+ species)	Acidocella	Acidocella aluminiidurans	GCF_055383125.1	Acidocella aluminiidurans	reference genome	Complete Genome	3476	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/383/125/GCF_055383125.1_ASM5538312v1
survey (4+ species)	Acidocella	Acidocella aminolytica	GCF_900129125.1	Acidocella aminolytica 101 = DSM 11237	reference genome	Scaffold	3837	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/125/GCF_900129125.1_IMG-taxon_2582581264_annotated_assembly
survey (4+ species)	Acidocella	Acidocella aquatica	GCF_030160635.1	Acidocella aquatica	reference genome	Scaffold	3771	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/160/635/GCF_030160635.1_ASM3016063v1
survey (4+ species)	Acidocella	Acidocella aromatica	GCF_014201825.1	Acidocella aromatica	reference genome	Contig	2737	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/201/825/GCF_014201825.1_ASM1420182v1
survey (4+ species)	Acidocella	Acidocella facilis	GCF_000687875.1	Acidocella facilis ATCC 35904	reference genome	Contig	3245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/875/GCF_000687875.1_ASM68787v1
survey (4+ species)	Acidovorax	Acidovorax bellezanensis	GCF_025421555.1	Acidovorax bellezanensis	reference genome	Scaffold	4541	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/421/555/GCF_025421555.1_ASM2542155v1
survey (4+ species)	Acidovorax	Acidovorax benzenivorans	GCF_028680575.1	Acidovorax benzenivorans	reference genome	Scaffold	4960	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/680/575/GCF_028680575.1_ASM2868057v1
survey (4+ species)	Acidovorax	Acidovorax carolinensis	GCF_002157165.1	Acidovorax carolinensis	reference genome	Complete Genome	3699	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/165/GCF_002157165.1_ASM215716v1
survey (4+ species)	Acidovorax	Acidovorax cavernicola	GCF_003581445.1	Acidovorax cavernicola	reference genome	Contig	6597	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/581/445/GCF_003581445.1_ASM358144v1
survey (4+ species)	Acidovorax	Acidovorax delafieldii	GCF_007993815.1	Acidovorax delafieldii	reference genome	Scaffold	4527	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/815/GCF_007993815.1_ASM799381v1
survey (4+ species)	Acidovorax	Acidovorax facilis	GCF_050626955.1	Acidovorax facilis	reference genome	Complete Genome	5256	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/626/955/GCF_050626955.1_37c5_bc2082
survey (4+ species)	Acidovorax	Acidovorax kalamii	GCF_002245625.1	Acidovorax kalamii	reference genome	Scaffold	4638	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/625/GCF_002245625.1_ASM224562v1
survey (4+ species)	Acidovorax	Acidovorax lacteus	GCF_039540375.1	Acidovorax lacteus	reference genome	Scaffold	3197	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/540/375/GCF_039540375.1_ASM3954037v1
survey (4+ species)	Acidovorax	Acidovorax radicis	GCF_056858255.1	Acidovorax radicis N35	reference genome	Complete Genome	5020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/056/858/255/GCF_056858255.1_ASM5685825v1
survey (4+ species)	Acidovorax	Acidovorax sacchari	GCF_042847045.1	Acidovorax sacchari	reference genome	Complete Genome	4859	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/847/045/GCF_042847045.1_ASM4284704v1
survey (4+ species)	Acidovorax	Acidovorax soli	GCF_900107605.1	Acidovorax soli	reference genome	Contig	3796	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/605/GCF_900107605.1_IMG-taxon_2675903230_annotated_assembly
survey (4+ species)	Acidovorax	Acidovorax temperans	GCF_028596105.1	Acidovorax temperans	reference genome	Complete Genome	4245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/596/105/GCF_028596105.1_ASM2859610v1
survey (4+ species)	Acinetobacter	Acinetobacter albensis	GCF_900095025.1	Acinetobacter albensis	reference genome	Contig	2717	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/025/GCF_900095025.1_IMG-taxon_2671180230_annotated_assembly
survey (4+ species)	Acinetobacter	Acinetobacter amyesii	GCF_023499985.1	Acinetobacter amyesii	reference genome	Contig	3160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/499/985/GCF_023499985.1_ASM2349998v1
survey (4+ species)	Acinetobacter	Acinetobacter apis	GCF_054782275.1	Acinetobacter apis	reference genome	Contig	2160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/782/275/GCF_054782275.1_ASM5478227v1
survey (4+ species)	Acinetobacter	Acinetobacter baretiae	GCF_015627105.1	Acinetobacter baretiae	reference genome	Contig	2374	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/627/105/GCF_015627105.1_ASM1562710v1
survey (4+ species)	Acinetobacter	Acinetobacter baumannii	GCF_009035845.1	Acinetobacter baumannii	reference genome	Complete Genome	3682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/035/845/GCF_009035845.1_ASM903584v1
survey (4+ species)	Acinetobacter	Acinetobacter baylyi	GCF_000046845.1	Acinetobacter baylyi ADP1	reference genome	Complete Genome	3203	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/046/845/GCF_000046845.1_ASM4684v1
survey (4+ species)	Acinetobacter	Acinetobacter beijerinckii	GCF_000369005.1	Acinetobacter beijerinckii CIP 110307	reference genome	Scaffold	3258	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/005/GCF_000369005.1_Acin_beij_CIP_110307_V1
survey (4+ species)	Acinetobacter	Acinetobacter bereziniae	GCF_016576965.1	Acinetobacter bereziniae	reference genome	Complete Genome	4274	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/576/965/GCF_016576965.1_ASM1657696v1
survey (4+ species)	Acinetobacter	Acinetobacter bohemicus	GCF_058743305.1	Acinetobacter bohemicus	reference genome	Complete Genome	3493	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/058/743/305/GCF_058743305.1_ASM5874330v1
survey (4+ species)	Acinetobacter	Acinetobacter boissieri	GCF_900096955.1	Acinetobacter boissieri	reference genome	Contig	2460	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/955/GCF_900096955.1_IMG-taxon_2671180229_annotated_assembly
survey (4+ species)	Acinetobacter	Acinetobacter bouvetii	GCF_018324105.1	Acinetobacter bouvetii	reference genome	Complete Genome	3066	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/324/105/GCF_018324105.1_ASM1832410v1
survey (4+ species)	Acinetobacter	Acinetobacter brisouii	GCF_000488275.1	Acinetobacter brisouii CIP 110357	reference genome	Scaffold	2885	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/275/GCF_000488275.1_Acin_bris_CIP110357_V2
survey (4+ species)	Acinetobacter	Acinetobacter brisouioides	GCF_054454475.1	Acinetobacter brisouioides	reference genome	Contig	2615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/454/475/GCF_054454475.1_ASM5445447v1
survey (4+ species)	Acinetobacter	Acinetobacter brisouisimilis	GCF_000368265.1	Acinetobacter brisouisimilis	reference genome	Scaffold	2954	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/265/GCF_000368265.1_Acin_sp_ANC_3789_V1
survey (4+ species)	Acinetobacter	Acinetobacter calcoaceticus	GCF_900444805.1	Acinetobacter calcoaceticus	reference genome	Contig	3594	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/444/805/GCF_900444805.1_58932_B01
survey (4+ species)	Acinetobacter	Acinetobacter celticus	GCF_001707755.1	Acinetobacter celticus	reference genome	Contig	2858	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/707/755/GCF_001707755.1_ASM170775v1
survey (4+ species)	Acinetobacter	Acinetobacter chengduensis	GCF_003664645.1	Acinetobacter chengduensis	reference genome	Contig	3495	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/664/645/GCF_003664645.1_ASM366464v1
survey (4+ species)	Acinetobacter	Acinetobacter chenhuanii	GCF_041021895.1	Acinetobacter chenhuanii	reference genome	Complete Genome	3649	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/021/895/GCF_041021895.1_XH1741
survey (4+ species)	Acinetobacter	Acinetobacter chinensis	GCF_002165375.2	Acinetobacter chinensis	reference genome	Complete Genome	3446	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/375/GCF_002165375.2_ASM216537v2
survey (4+ species)	Acinetobacter	Acinetobacter colistiniresistens	GCF_000413935.1	Acinetobacter colistiniresistens	reference genome	Scaffold	3477	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/935/GCF_000413935.1_Acin_sp_NIPH_2036_V1
survey (4+ species)	Acinetobacter	Acinetobacter corruptisaponis	GCF_030053775.1	Acinetobacter corruptisaponis	reference genome	Complete Genome	3750	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/053/775/GCF_030053775.1_ASM3005377v1
survey (4+ species)	Acinetobacter	Acinetobacter courvalinii	GCF_014635545.1	Acinetobacter courvalinii	reference genome	Scaffold	3576	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/635/545/GCF_014635545.1_ASM1463554v1
survey (4+ species)	Acinetobacter	Acinetobacter cumulans	GCF_003024525.3	Acinetobacter cumulans	reference genome	Complete Genome	3313	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/525/GCF_003024525.3_ASM302452v3
survey (4+ species)	Acinetobacter	Acinetobacter defluvii	GCF_001704615.3	Acinetobacter defluvii	reference genome	Complete Genome	3532	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/615/GCF_001704615.3_ASM170461v3
survey (4+ species)	Acinetobacter	Acinetobacter dispersus	GCF_009884975.1	Acinetobacter dispersus	reference genome	Complete Genome	3611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/975/GCF_009884975.1_ASM988497v1
survey (4+ species)	Acinetobacter	Acinetobacter endophylla	GCF_053543775.1	Acinetobacter endophylla	reference genome	Scaffold	3508	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/543/775/GCF_053543775.1_ASM5354377v1
survey (4+ species)	Acinetobacter	Acinetobacter entericus	GCF_026168575.1	Acinetobacter entericus	reference genome	Scaffold	3744	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/575/GCF_026168575.1_ASM2616857v1
survey (4+ species)	Acinetobacter	Acinetobacter equi	GCF_001307195.1	Acinetobacter equi	reference genome	Complete Genome	2746	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/195/GCF_001307195.1_ASM130719v1
survey (4+ species)	Acinetobacter	Acinetobacter faecalis	GCF_034187745.1	Acinetobacter faecalis	reference genome	Contig	2382	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/187/745/GCF_034187745.1_ASM3418774v1
survey (4+ species)	Acinetobacter	Acinetobacter gandensis	GCF_001678755.1	Acinetobacter gandensis	reference genome	Contig	2901	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/755/GCF_001678755.1_ASM167875v1
survey (4+ species)	Acinetobacter	Acinetobacter geminorum	GCF_013009345.1	Acinetobacter geminorum	reference genome	Scaffold	3585	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/009/345/GCF_013009345.1_ASM1300934v1
survey (4+ species)	Acinetobacter	Acinetobacter gerneri	GCF_000368565.1	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	reference genome	Scaffold	4110	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/565/GCF_000368565.1_Acin_gern_CIP_107464_V1
survey (4+ species)	Acinetobacter	Acinetobacter guerrae	GCF_009372255.1	Acinetobacter guerrae	reference genome	Scaffold	3184	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/372/255/GCF_009372255.1_ASM937225v1
survey (4+ species)	Acinetobacter	Acinetobacter guillouiae	GCF_002370525.2	Acinetobacter guillouiae	reference genome	Complete Genome	4162	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/525/GCF_002370525.2_ASM237052v2
survey (4+ species)	Acinetobacter	Acinetobacter gyllenbergii	GCF_001682515.1	Acinetobacter gyllenbergii	reference genome	Scaffold	3977	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/515/GCF_001682515.1_ASM168251v1
survey (4+ species)	Acinetobacter	Acinetobacter haemolyticus	GCF_003323815.1	Acinetobacter haemolyticus	reference genome	Complete Genome	3058	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/323/815/GCF_003323815.1_ASM332381v1
survey (4+ species)	Acinetobacter	Acinetobacter halobius	GCF_044130335.1	Acinetobacter halobius	reference genome	Contig	3290	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/130/335/GCF_044130335.1_ASM4413033v1
survey (4+ species)	Acinetobacter	Acinetobacter halotolerans	GCF_004208515.1	Acinetobacter halotolerans	reference genome	Contig	3047	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/515/GCF_004208515.1_ASM420851v1
survey (4+ species)	Acinetobacter	Acinetobacter harbinensis	GCF_000816495.1	Acinetobacter harbinensis	reference genome	Scaffold	2611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/495/GCF_000816495.1_ASM81649v1
survey (4+ species)	Acinetobacter	Acinetobacter higginsii	GCF_000369845.1	Acinetobacter higginsii	reference genome	Scaffold	3936	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/845/GCF_000369845.1_Acin_sp_ANC_3880_V1
survey (4+ species)	Acinetobacter	Acinetobacter ihumii	GCF_900625095.1	Acinetobacter ihumii	reference genome	Scaffold	2994	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/625/095/GCF_900625095.1_PRJEB29216
survey (4+ species)	Acinetobacter	Acinetobacter indicus	GCF_009914475.1	Acinetobacter indicus	reference genome	Complete Genome	2778	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/914/475/GCF_009914475.1_ASM991447v1
survey (4+ species)	Acinetobacter	Acinetobacter johnsonii	GCF_000368805.1	Acinetobacter johnsonii ANC 3681	reference genome	Scaffold	3238	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/805/GCF_000368805.1_Acin_john_ANC_3681_V1
survey (4+ species)	Acinetobacter	Acinetobacter junii	GCF_018336855.1	Acinetobacter junii	reference genome	Complete Genome	3079	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/336/855/GCF_018336855.1_ASM1833685v1
survey (4+ species)	Acinetobacter	Acinetobacter kanungonis	GCF_009939195.1	Acinetobacter kanungonis	reference genome	Contig	3179	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/939/195/GCF_009939195.1_ASM993919v1
survey (4+ species)	Acinetobacter	Acinetobacter kookii	GCF_039543765.1	Acinetobacter kookii	reference genome	Contig	2838	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/543/765/GCF_039543765.1_ASM3954376v1
survey (4+ species)	Acinetobacter	Acinetobacter kyonggiensis	GCF_900107285.1	Acinetobacter kyonggiensis	reference genome	Contig	3394	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/285/GCF_900107285.1_IMG-taxon_2675903034_annotated_assembly
survey (4+ species)	Acinetobacter	Acinetobacter lactucae	GCF_013122135.1	Acinetobacter lactucae	reference genome	Complete Genome	3579	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/135/GCF_013122135.1_ASM1312213v1
survey (4+ species)	Acinetobacter	Acinetobacter lanii	GCF_011578285.1	Acinetobacter lanii	reference genome	Complete Genome	2928	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/578/285/GCF_011578285.1_ASM1157828v1
survey (4+ species)	Acinetobacter	Acinetobacter larvae	GCF_001704115.1	Acinetobacter larvae	reference genome	Complete Genome	3127	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/115/GCF_001704115.1_ASM170411v1
survey (4+ species)	Acinetobacter	Acinetobacter lwoffii	GCF_029024105.1	Acinetobacter lwoffii	reference genome	Complete Genome	3119	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/024/105/GCF_029024105.1_ASM2902410v1
survey (4+ species)	Acinetobacter	Acinetobacter marinus	GCF_900096915.1	Acinetobacter marinus	reference genome	Contig	2677	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/915/GCF_900096915.1_IMG-taxon_2671180220_annotated_assembly
survey (4+ species)	Acinetobacter	Acinetobacter minutum	GCF_035916735.1	Acinetobacter minutum	reference genome	Scaffold	2360	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/916/735/GCF_035916735.1_ASM3591673v1
survey (4+ species)	Acinetobacter	Acinetobacter modestus	GCF_000367965.1	Acinetobacter modestus	reference genome	Scaffold	3273	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/965/GCF_000367965.1_Acin_sp_NIPH_236_V1
survey (4+ species)	Acinetobacter	Acinetobacter nectaris	GCF_000488215.1	Acinetobacter nectaris CIP 110549	reference genome	Scaffold	2483	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/215/GCF_000488215.1_Acin_nect_CIP110549_V2
survey (4+ species)	Acinetobacter	Acinetobacter nematophilus	GCF_026344175.1	Acinetobacter nematophilus	reference genome	Contig	3949	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/344/175/GCF_026344175.1_ASM2634417v1
survey (4+ species)	Acinetobacter	Acinetobacter nosocomialis	GCF_041021905.1	Acinetobacter nosocomialis	reference genome	Complete Genome	3663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/021/905/GCF_041021905.1_XH1679
survey (4+ species)	Acinetobacter	Acinetobacter oleivorans	GCF_000196795.1	Acinetobacter oleivorans DR1	reference genome	Complete Genome	3815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/795/GCF_000196795.1_ASM19679v1
survey (4+ species)	Acinetobacter	Acinetobacter parvus	GCF_042656365.1	Acinetobacter parvus	reference genome	Contig	2667	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/656/365/GCF_042656365.1_ASM4265636v1
survey (4+ species)	Acinetobacter	Acinetobacter pecorum	GCF_014837015.1	Acinetobacter pecorum	reference genome	Scaffold	2972	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/837/015/GCF_014837015.1_ASM1483701v1
